Compound ID,measured_log_solubility,ESOL_log,SMILES,standard_smiles,standard_inchikeys
Tetrachloromethane,-2.31,-2.607,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N
"2,2,5-Trimethylhexane",-5.05,-3.631,CC(C)CCC(C)(C)C,CC(C)CCC(C)(C)C,HHOSMYBYIHNXNO-UHFFFAOYSA-N
3-chloropropionitrile,-0.29,-0.522,ClCCC#N ,N#CCCCl,GNHMRTZZNHZDDM-UHFFFAOYSA-N
piroxicam,-4.16,-3.473,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,MNSCVRXKDINXEY-UHFFFAOYSA-N
Fenarimol,-4.38,-4.108,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N
2-Iodopropane,-2.09,-2.486,CC(C)I,CC(C)I,FMKOJHQHASLBPH-UHFFFAOYSA-N
2-Heptanol ,-1.55,-1.678,CCCCCC(C)O,CCCCCC(C)O,CETWDUZRCINIHU-UHFFFAOYSA-N
Diphenyl ether ,-3.96,-4.254,O(c1ccccc1)c2ccccc2,c1ccc(Oc2ccccc2)cc1,USIUVYZYUHIAEV-UHFFFAOYSA-N
Propionitrile,0.28,-0.269,CCC#N,CCC#N,FVSKHRXBFJPNKK-UHFFFAOYSA-N
borneol,-2.32,-2.423,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,DTGKSKDOIYIVQL-UHFFFAOYSA-N
Diphenylmethane,-4.08,-4.09,C(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,CZZYITDELCSZES-UHFFFAOYSA-N
Fenthion,-4.57,-4.265,COP(=S)(OC)Oc1ccc(SC)c(C)c1,COP(=S)(OC)Oc1ccc(SC)c(C)c1,PNVJTZOFSHSLTO-UHFFFAOYSA-N
o-Chloronitrobenzene,-2.55,-2.775,Clc1ccccc1N(=O)=O,O=[N+]([O-])c1ccccc1Cl,BFCFYVKQTRLZHA-UHFFFAOYSA-N
Trimazosin,-3.638,-3.958,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,YNZXWQJZEDLQEG-UHFFFAOYSA-N
Phenytoin,-4.097,-3.057,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-N
ethiofencarb,-2.09,-2.855,CCSCc1ccccc1OC(=O)NC ,CCSCc1ccccc1OC(=O)NC,HEZNVIYQEUHLNI-UHFFFAOYSA-N
"2,2',3,4,6-PCB",-7.43,-6.627,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,CXKIGWXPPVZSQK-UHFFFAOYSA-N
Napthacene,-8.6,-5.568,c1ccc2cc3cc4ccccc4cc3cc2c1,c1ccc2cc3cc4ccccc4cc3cc2c1,IFLREYGFSNHWGE-UHFFFAOYSA-N
Propyne,-0.41,-0.672,CC#C,C#CC,MWWATHDPGQKSAR-UHFFFAOYSA-N
1-Hexene-3-ol,-0.59,-1.199,CCCC(O)C=C,C=CC(O)CCC,BVOSSZSHBZQJOI-UHFFFAOYSA-N
Carbofuran,-2.8,-3.05,CNC(=O)Oc1cccc2CC(C)(C)Oc12,CNC(=O)Oc1cccc2c1OC(C)(C)C2,DUEPRVBVGDRKAG-UHFFFAOYSA-N
"2,2-Dimethylpropanol",-0.4,-1.011,CC(C)(C)CO,CC(C)(C)CO,KPSSIOMAKSHJJG-UHFFFAOYSA-N
9-anthrol,-4.73,-4.148,c3ccc2c(O)c1ccccc1cc2c3 ,Oc1c2ccccc2cc2ccccc12,AUKRYONWZHRJRE-UHFFFAOYSA-N
d-Limonene,-4.26,-3.429,CC1=CCC(CC1)C(C)=C,C=C(C)C1CC=C(C)CC1,XMGQYMWWDOXHJM-UHFFFAOYSA-N
Fluometuron,-3.43,-3.065,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,RZILCCPWPBTYDO-UHFFFAOYSA-N
Pentachlorophenol,-4.28,-4.835,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,IZUPBVBPLAPZRR-UHFFFAOYSA-N
"3,4-Dimethylpyridine",0.36,-2.067,Cc1ccncc1C,Cc1ccncc1C,NURQLCJSMXZBPC-UHFFFAOYSA-N
"2,4',5-PCB",-6.25,-5.762,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,VAHKBZSAUKPEOV-UHFFFAOYSA-N
o-Toluidine,-2.21,-1.922,Cc1ccccc1N,Cc1ccccc1N,RNVCVTLRINQCPJ-UHFFFAOYSA-N
Difenoxuron,-4.16,-3.928,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,AMVYOVYGIJXTQB-UHFFFAOYSA-N
Chlorthalidone,-3.451,-2.564,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N
mercaptobenzothiazole,-3.18,-3.411,Sc2nc1ccccc1s2 ,Sc1nc2ccccc2s1,YXIWHUQXZSMYRE-UHFFFAOYSA-N
Phenanthrene,-5.26,-4.518,c1ccc2c(c1)ccc3ccccc32,c1ccc2c(c1)ccc1ccccc12,YNPNZTXNASCQKK-UHFFFAOYSA-N
Cyclooctyl-5-spirobarbituric acid,-2.982,-2.284,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,RQNKKIXVVHCBKY-UHFFFAOYSA-N
1-Propanol,0.62,-0.334,CCCO,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N
Acenapthylene,-3.96,-3.682,C1=Cc2cccc3cccc1c23,C1=Cc2cccc3cccc1c23,HXGDTGSAIMULJN-UHFFFAOYSA-N
"2,3,5-Trichlorophenol",-2.67,-3.78,Oc1cc(Cl)cc(Cl)c1Cl,Oc1cc(Cl)cc(Cl)c1Cl,WWGQHTJIFOQAOC-UHFFFAOYSA-N
estriol,-4.955,-3.858,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,PROQIPRRNZUXQM-UHFFFAOYSA-N
Griseofulvin,-3.246,-3.328,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-UHFFFAOYSA-N
chloralose,-1.84,-1.887,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,OJYGBLRPYBAHRT-UHFFFAOYSA-N
o-Nitrophenol,-1.74,-2.318,Oc1ccccc1N(=O)=O,O=[N+]([O-])c1ccccc1O,IQUPABOKLQSFBK-UHFFFAOYSA-N
2-Chlorobutane,-1.96,-1.94,CCC(C)Cl,CCC(C)Cl,BSPCSKHALVHRSR-UHFFFAOYSA-N
benzhydrol,-2.55,-3.033,c1ccccc1C(O)c2ccccc2,OC(c1ccccc1)c1ccccc1,QILSFLSDHQAZET-UHFFFAOYSA-N
"1,3-Dichloropropane",-1.62,-1.618,ClCCCCl,ClCCCCl,YHRUOJUYPBUZOS-UHFFFAOYSA-N
dioctyl phthalate,-5.115,-7.148,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,MQIUGAXCHLFZKX-UHFFFAOYSA-N
"N,N-Dimethylacetamide",1.11,0.123,CN(C)C(=O)C,CC(=O)N(C)C,FXHOOIRPVKKKFG-UHFFFAOYSA-N
"2,6-Dinitrotoluene",-3.0,-2.553,Cc1c(cccc1N(=O)=O)N(=O)=O,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],XTRDKALNCIHHNI-UHFFFAOYSA-N
1-Bromoheptane,-4.43,-3.366,CCCCCCCBr,CCCCCCCBr,LSXKDWGTSHCFPP-UHFFFAOYSA-N
Inosine,-1.23,-0.834,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,UGQMRVRMYYASKQ-UHFFFAOYSA-N
Triamterene,-2.404,-3.051,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,FNYLWPVRPXGIIP-UHFFFAOYSA-N
methyl gallate,-1.24,-1.913,COC(=O)c1cc(O)c(O)c(O)c1 ,COC(=O)c1cc(O)c(O)c(O)c1,FBSFWRHWHYMIOG-UHFFFAOYSA-N
Ronnel,-5.72,-5.247,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,JHJOOSLFWRRSGU-UHFFFAOYSA-N
karbutilate,-2.93,-2.655,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,OWNAXTAAAQTBSP-UHFFFAOYSA-N
2-Undecanol,-2.94,-3.096,CCCCCCCCCC(C)O,CCCCCCCCCC(C)O,XMUJIPOFTAHSOK-UHFFFAOYSA-N
p-Chlorobromobenzene,-3.63,-3.928,Clc1ccc(Br)cc1,Clc1ccc(Br)cc1,NHDODQWIKUYWMW-UHFFFAOYSA-N
probarbital,-2.21,-1.603,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,CCC1(C(C)C)C(=O)NC(=O)NC1=O,HHLXJTDUHFBYAU-UHFFFAOYSA-N
Ethyl decanoate,-4.1,-3.671,CCCCCCCCCC(=O)OCC,CCCCCCCCCC(=O)OCC,RGXWDWUGBIJHDO-UHFFFAOYSA-N
17a-Methyltestosterone,-3.999,-4.073,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,GCKMFJBGXUYNAG-UHFFFAOYSA-N
Octane,-5.24,-3.324,CCCCCCCC,CCCCCCCC,TVMXDCGIABBOFY-UHFFFAOYSA-N
p-Toluenesulfonamide ,-1.74,-1.815,Cc1ccc(cc1)S(=O)(=O)N,Cc1ccc(S(N)(=O)=O)cc1,LMYRWZFENFIFIT-UHFFFAOYSA-N
"3,3-Dimethyl-2-butanol",-0.62,-1.292,CC(O)C(C)(C)C,CC(O)C(C)(C)C,DFOXKPDFWGNLJU-UHFFFAOYSA-N
3-Methyl-2-butanol,-0.18,-0.954,CC(C)C(C)O,CC(C)C(C)O,MXLMTQWGSQIYOW-UHFFFAOYSA-N
Dimethyl sulfide,-0.45,-0.758,CSC,CSC,QMMFVYPAHWMCMS-UHFFFAOYSA-N
parabanic acid,-0.4,1.091,O=C1NC(=O)C(=O)N1 ,O=C1NC(=O)C(=O)N1,ZFLIKDUSUDBGCD-UHFFFAOYSA-N
Hydrocortisone ,-3.09,-3.159,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,JYGXADMDTFJGBT-UHFFFAOYSA-N
Benzo[ghi]perylene,-9.018,-6.446,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,GYFAGKUZYNFMBN-UHFFFAOYSA-N
Dimethoxymethane,0.48,0.092,COCOC,COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N
"1,2,4,5-Tetrachlorobenzene",-5.56,-4.621,Clc1cc(Cl)c(Cl)cc1Cl,Clc1cc(Cl)c(Cl)cc1Cl,JHBKHLUZVFWLAG-UHFFFAOYSA-N
RTI 16,-4.634,-3.411,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,CCN1c2ncccc2C(=S)N(C)c2cccnc21,YNARWAUTTJJADX-UHFFFAOYSA-N
p-benzidine,-2.7,-2.613,Nc1ccc(cc1)c2ccc(N)cc2,Nc1ccc(-c2ccc(N)cc2)cc1,HFACYLZERDEVSX-UHFFFAOYSA-N
Metribuzin,-2.253,-2.324,CSc1nnc(c(=O)n1N)C(C)(C)C,CSc1nnc(C(C)(C)C)c(=O)n1N,FOXFZRUHNHCZPX-UHFFFAOYSA-N
Etofenprox,-8.6,-6.896,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,YREQHYQNNWYQCJ-UHFFFAOYSA-N
dexamethasone acetate,-4.9,-3.933,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,AKUJBENLRBOFTD-UHFFFAOYSA-N
"2,2',3,4,4',5',6-PCB",-7.92,-7.898,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,DJEUXBQAKBLKPO-UHFFFAOYSA-N
6-Methylchrysene,-6.57,-5.931,Cc1cc2c3ccccc3ccc2c4ccccc14,Cc1cc2c3ccccc3ccc2c2ccccc12,ASVDRLYVNFOSCI-UHFFFAOYSA-N
1-Butene,-1.94,-1.655,CCC=C,C=CCC,VXNZUUAINFGPBY-UHFFFAOYSA-N
Quintozene,-5.82,-5.098,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,LKPLKUMXSAEKID-UHFFFAOYSA-N
Ditalimfos,-3.35,-3.992,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,MTBZIGHNGSTDJV-UHFFFAOYSA-N
4-Chloroanisole,-2.78,-3.057,COc1ccc(Cl)cc1,COc1ccc(Cl)cc1,YRGAYAGBVIXNAQ-UHFFFAOYSA-N
Methoxychlor,-6.89,-5.538,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,IAKOZHOLGAGEJT-UHFFFAOYSA-N
Pteridine,0.02,-0.906,c2cnc1ncncc1n2,c1cnc2ncncc2n1,CPNGPNLZQNNVQM-UHFFFAOYSA-N
"2,3',4',5-PCB",-7.25,-6.312,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,KENZYIHFBRWMOD-UHFFFAOYSA-N
Ametryn,-3.04,-3.43,CCNc1nc(NC(C)C)nc(SC)n1,CCNc1nc(NC(C)C)nc(SC)n1,RQVYBGPQFYCBGX-UHFFFAOYSA-N
Isopentyl acetate,-1.92,-1.817,CC(C)CCOC(=O)C,CC(=O)OCCC(C)C,MLFHJEHSLIIPHL-UHFFFAOYSA-N
Isonazid,0.009,-0.717,c1nccc(C(=O)NN)c1,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N
1-Chloroheptane,-4.0,-3.003,CCCCCCCCl,CCCCCCCCl,DZMDPHNGKBEVRE-UHFFFAOYSA-N
nitrofurantoin,-3.38,-1.243,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-UHFFFAOYSA-N
Ethyl propionate,-0.66,-1.191,CCOC(=O)CC,CCOC(=O)CC,FKRCODPIKNYEAC-UHFFFAOYSA-N
2-Chlorotoluene,-3.52,-3.297,Cc1ccccc1Cl,Cc1ccccc1Cl,IBSQPLPBRSHTTG-UHFFFAOYSA-N
Quinoline,-1.3,-2.663,c1ccc2ncccc2c1,c1ccc2ncccc2c1,SMWDFEZZVXVKRB-UHFFFAOYSA-N
Pirimicarb,-1.95,-2.34,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,YFGYUFNIOHWBOB-UHFFFAOYSA-N
Di(2-ethylhexyl)-phthalate,-6.96,-7.117,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N
Cholanthrene,-7.85,-5.942,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,KVFJBIQWENJTDM-UHFFFAOYSA-N
1-Heptanol,-1.81,-1.751,CCCCCCCO,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N
"1,3-Dibromobenzene",-3.54,-4.298,Brc1cccc(Br)c1,Brc1cccc(Br)c1,JSRLURSZEMLAFO-UHFFFAOYSA-N
Lactose,-0.244,1.071,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GUBGYTABKSRVRQ-UHFFFAOYSA-N
o-Chloroaniline,-1.52,-2.392,Nc1ccccc1Cl,Nc1ccccc1Cl,AKCRQHGQIJBRMN-UHFFFAOYSA-N
RTI 23,-5.153,-4.228,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,PVVKNINYCJVIFZ-UHFFFAOYSA-N
phthalimide,-2.61,-1.882,O=C1NC(=O)c2ccccc12 ,O=C1NC(=O)c2ccccc21,XKJCHHZQLQNZHY-UHFFFAOYSA-N
Methocarbamol,-0.985,-1.428,COc1ccccc1OCC(O)COC(N)=O,COc1ccccc1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N
Tetrachloroethylene,-2.54,-3.063,ClC(=C(Cl)Cl)Cl,ClC(Cl)=C(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N
5-Ethyl-5-(3-methylbutyl)barbital,-2.658,-2.312,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N
Pyridazine,1.1,-0.619,c1ccnnc1,c1ccnnc1,PBMFSQRYOILNGV-UHFFFAOYSA-N
Fenuron,-1.6,-1.847,CN(C)C(=O)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,XXOYNJXVWVNOOJ-UHFFFAOYSA-N
Benzo(a)fluorene,-6.68,-5.189,C1c2ccccc2c3ccc4ccccc4c13,c1ccc2c(c1)Cc1c-2ccc2ccccc12,HKMTVMBEALTRRR-UHFFFAOYSA-N
"1,1,1-Trichloroethane",-2.0,-2.232,CC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N
Triadimefon,-3.61,-4.132,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,WURBVZBTWMNKQT-UHFFFAOYSA-N
"1,2-Dibromoethane",-1.68,-2.102,BrCCBr,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N
Bromacil,-2.523,-3.419,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,CTSLUCNDVMMDHG-UHFFFAOYSA-N
Corticosterone,-3.24,-3.454,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,OMFXVFTZEKFJBZ-UHFFFAOYSA-N
Perfluidone,-3.8,-4.945,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,WHTBVLXUSXVMEV-UHFFFAOYSA-N
Pyrazinamide,-0.667,-0.674,NC(=O)c1cnccn1,NC(=O)c1cnccn1,IPEHBUMCGVEMRF-UHFFFAOYSA-N
Dibromomethane,-1.17,-1.883,BrCBr,BrCBr,FJBFPHVGVWTDIP-UHFFFAOYSA-N
2-Pentanone,-0.19,-0.846,CCCC(=O)C,CCCC(C)=O,XNLICIUVMPYHGG-UHFFFAOYSA-N
2-Ethyl-2-hexanal,-2.46,-2.081,CCCC=C(CC)C=O,CCCC=C(C=O)CC,PYLMCYQHBRSDND-UHFFFAOYSA-N
Thiophenol ,-2.12,-2.758,Sc1ccccc1,Sc1ccccc1,RMVRSNDYEFQCLF-UHFFFAOYSA-N
"2,3,6-Trichlorophenol",-2.64,-3.572,Oc1c(Cl)ccc(Cl)c1Cl,Oc1c(Cl)ccc(Cl)c1Cl,XGCHAIDDPMFRLJ-UHFFFAOYSA-N
"1,2-Dichloropropane",-1.6,-1.794,CC(Cl)CCl,CC(Cl)CCl,KNKRKFALVUDBJE-UHFFFAOYSA-N
Disulfoton,-4.23,-3.975,CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,DOFZAZXDOSGAJZ-UHFFFAOYSA-N
Amitrole,0.522,-0.674,Nc1nc[nH]n1,Nc1nc[nH]n1,KLSJWNVTNUYHDU-UHFFFAOYSA-N
cortisone acetate,-4.21,-3.426,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,ITRJWOMZKQRYTA-UHFFFAOYSA-N
4-Methylbiphenyl,-4.62,-4.424,Cc1ccc(cc1)c2ccccc2,Cc1ccc(-c2ccccc2)cc1,ZZLCFHIKESPLTH-UHFFFAOYSA-N
"3,4-Dichlorophenol",-1.25,-3.352,Oc1ccc(Cl)c(Cl)c1,Oc1ccc(Cl)c(Cl)c1,WDNBURPWRNALGP-UHFFFAOYSA-N
2-Methylpentane,-3.74,-2.6,CCCC(C)C,CCCC(C)C,AFABGHUZZDYHJO-UHFFFAOYSA-N
4-Chlorophenol ,-0.7,-2.761,Oc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,WXNZTHHGJRFXKQ-UHFFFAOYSA-N
2-Napthol,-2.28,-3.08,Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,JWAZRIHNYRIHIV-UHFFFAOYSA-N
Tetrahydropyran ,-0.03,-0.978,C1CCOCC1,C1CCOCC1,DHXVGJBLRPWPCS-UHFFFAOYSA-N
N-Ethylaniline,-1.7,-2.389,CCNc1ccccc1,CCNc1ccccc1,OJGMBLNIHDZDGS-UHFFFAOYSA-N
Cyclohexane,-3.1,-2.477,C1CCCCC1,C1CCCCC1,XDTMQSROBMDMFD-UHFFFAOYSA-N
Cyclooctanol,-1.29,-2.14,OC1CCCCCCC1,OC1CCCCCCC1,FHADSMKORVFYOS-UHFFFAOYSA-N
"trans-1,4-Dimethylcyclohexane",-4.47,-3.305,C/C1CCC(\C)CC1,CC1CCC(C)CC1,QRMPKOFEUHIBNM-UHFFFAOYSA-N
Androstenedione,-3.69,-3.393,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,AEMFNILZOJDQLW-UHFFFAOYSA-N
"5,5-Diallylbarbital",-2.077,-1.471,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,FDQGNLOWMMVRQL-UHFFFAOYSA-N
Acephate,0.54,-0.416,COP(=O)(NC(C)=O)SC ,COP(=O)(NC(C)=O)SC,YASYVMFAVPKPKE-UHFFFAOYSA-N
2-Chloroanisole,-2.46,-2.912,COc1ccccc1Cl,COc1ccccc1Cl,QGRPVMLBTFGQDQ-UHFFFAOYSA-N
Cyclopentene ,-2.1,-1.72,C1CC=CC1,C1=CCCC1,LPIQUOYDBNQMRZ-UHFFFAOYSA-N
Tribromomethane,-1.91,-2.904,BrC(Br)Br,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N
"1,4-Cyclohexadiene",-2.06,-1.842,C1C=CCC=C1,C1=CCC=CC1,UVJHQYIOXKWHFD-UHFFFAOYSA-N
XMC,-2.581,-2.688,CNC(=O)Oc1cc(C)cc(C)c1,CNC(=O)Oc1cc(C)cc(C)c1,CVQODEWAPZVVBU-UHFFFAOYSA-N
thioanisole,-2.39,-2.87,c1ccccc1SC,CSc1ccccc1,HNKJADCVZUBCPG-UHFFFAOYSA-N
Menadione,-3.03,-2.667,CC2=CC(=O)c1ccccc1C2=O ,CC1=CC(=O)c2ccccc2C1=O,MJVAVZPDRWSRRC-UHFFFAOYSA-N
4-Bromophenol,-1.09,-3.132,Oc1ccc(Br)cc1,Oc1ccc(Br)cc1,GZFGOTFRPZRKDS-UHFFFAOYSA-N
prednisolone acetate,-4.37,-3.507,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,LRJOMUJRLNCICJ-UHFFFAOYSA-N
1-Methylcyclohexene ,-3.27,-2.574,CC1=CCCCC1,CC1=CCCCC1,CTMHWPIWNRWQEG-UHFFFAOYSA-N
diisooctyl phthalate,-6.637,-7.117,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,IJFPVINAQGWBRJ-UHFFFAOYSA-N
"1,2-Dichlorotetrafluoroethane",-2.74,-2.697,FC(F)(Cl)C(F)(F)Cl,FC(F)(Cl)C(F)(F)Cl,DDMOUSALMHHKOS-UHFFFAOYSA-N
Dibenzofurane,-4.6,-4.201,o1c2ccccc2c3ccccc13,c1ccc2c(c1)oc1ccccc12,TXCDCPKCNAJMEE-UHFFFAOYSA-N
2-aminoanthracene,-5.17,-3.789,Nc3ccc2cc1ccccc1cc2c3 ,Nc1ccc2cc3ccccc3cc2c1,YCSBALJAGZKWFF-UHFFFAOYSA-N
Cyclohexyl-5-spirobarbituric acid,-3.06,-1.405,O=C2NC(=O)C1(CCCCC1)C(=O)N2,O=C1NC(=O)C2(CCCCC2)C(=O)N1,NBLIVIWUPTWDMD-UHFFFAOYSA-N
Trichloroethylene,-1.96,-2.312,ClC=C(Cl)Cl,ClC=C(Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N
