standard_inchikeys,standard_smiles
JWUCHKBSVLQQCO-UHFFFAOYSA-N,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F
IBYHHJPAARCAIE-UHFFFAOYSA-N,ClCCBr
WJRBRSLFGCUECM-UHFFFAOYSA-N,O=C1CNC(=O)N1
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,CCCCc1c(C)nc(N(C)C)[nH]c1=O
MTCPZNVSDFCBBE-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1
WZJZMXBKUWKXTQ-UHFFFAOYSA-N,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
LAXBNTIAOJWAOP-UHFFFAOYSA-N,Clc1ccccc1-c1ccccc1
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C=CCCCCC
JMMWKPVZQRWMSS-UHFFFAOYSA-N,CC(=O)OC(C)C
LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
SCWKRWCUMCMVPW-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1
ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,CC(C)C(C)C
MXWJVTOOROXGIU-UHFFFAOYSA-N,CCNc1nc(Cl)nc(NC(C)C)n1
JDLKFOPOAOFWQN-UHFFFAOYSA-N,C=CCS[S+]([O-])CC=C
SQCZQTSHSZLZIQ-UHFFFAOYSA-N,CCCCCCl
OTMSDBZUPAUEDD-UHFFFAOYSA-N,CC
PCWGTDULNUVNBN-UHFFFAOYSA-N,CC(C)CCCO
ZOKXUAHZSKEQSS-UHFFFAOYSA-N,CCCCSP(=O)(SCCCC)SCCCC
AIKKULXCBHRFOS-UHFFFAOYSA-N,COP(=S)(OC)SCC(=O)N(C)C=O
BZLVMXJERCGZMT-UHFFFAOYSA-N,COC(C)(C)C
QQZOPKMRPOGIEB-UHFFFAOYSA-N,CCCCC(C)=O
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Oc1ccccc1Cl
SNHRLVCMMWUAJD-UHFFFAOYSA-N,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,Brc1ccc(Br)cc1
MRBRHCRUXKHKKI-UHFFFAOYSA-N,CCN1C(=O)c2ccccc2Oc2ccccc21
RJKGJBPXVHTNJL-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2ccccc12
XKYICAQFSCFURC-UHFFFAOYSA-N,CC(C)CCOC=O
GYMFBYTZOGMSQJ-UHFFFAOYSA-N,Cc1ccc2cc3ccccc3cc2c1
SJNIEBAPMPLYAB-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1
YKYONYBAUNKHLG-UHFFFAOYSA-N,CCCOC(C)=O
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1
YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1
MBDMKWJEKDHRRP-UHFFFAOYSA-N,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1
DLKQHBOKULLWDQ-UHFFFAOYSA-N,Brc1cccc2ccccc12
ARSRBNBHOADGJU-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
CKLLRBPBZLTGDJ-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO
BTAGRXWGMYTPBY-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
SWMGXKSQWDSBKV-UHFFFAOYSA-N,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O
WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
VPOMSPZBQMDLTM-UHFFFAOYSA-N,Oc1cc(Cl)cc(Cl)c1
WESDBLALURHRDL-UHFFFAOYSA-N,Cc1ncnc2nccnc12
OTKXWJHPGBRXCR-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
IJXHLVMUNBOGRR-UHFFFAOYSA-N,CCCCCCCCC(=O)OC
MHNNAWXXUZQSNM-UHFFFAOYSA-N,C=C(C)CC
VJJPUSNTGOMMGY-UHFFFAOYSA-N,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
JFSPBVWPKOEZCB-UHFFFAOYSA-N,Cc1occc1C(=O)Nc1ccccc1
LESVOLZBIFDZGS-UHFFFAOYSA-N,CNC(=O)C(C)SCCSP(=O)(OC)OC
LJOZMWRYMKECFF-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1I
LKJPSUCKSLORMF-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Cl)cc1
MUKSMBAVCDPKRC-UHFFFAOYSA-N,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C
UHCLFIWDCYOTOL-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1
PFCHFHIRKBAQGU-UHFFFAOYSA-N,CCCC(=O)CC
VTLYHLREPCPDKX-UHFFFAOYSA-N,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl
KZNICNPSHKQLFF-UHFFFAOYSA-N,O=C1CCC(=O)N1
ZAJNGDIORYACQU-UHFFFAOYSA-N,CCCCCCCCC(C)=O
HIMXGTXNXJYFGB-UHFFFAOYSA-N,O=C1NC(=O)C(=O)C(=O)N1
BFPYWIDHMRZLRN-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
POZRVZJJTULAOH-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
GFNANZIMVAIWHM-UHFFFAOYSA-N,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F
LIKMAJRDDDTEIG-UHFFFAOYSA-N,C=CCCCC
GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1ccc(C)c(C)c1
MZZBPDKVEFVLFF-UHFFFAOYSA-N,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
BPRYUXCVCCNUFE-UHFFFAOYSA-N,Cc1cc(C)c(O)c(C)c1
BCMCBBGGLRIHSE-UHFFFAOYSA-N,c1ccc2ocnc2c1
XEOXEBNPBKUGJH-UHFFFAOYSA-N,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl
SDKQRNRRDYRQKY-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C1OCCO1
OVYWMEWYEJLIER-UHFFFAOYSA-N,Oc1ccc2ncccc2c1
VEQOALNAAJBPNY-UHFFFAOYSA-N,Cc1cc(=O)n(-c2ccccc2)n1C
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1
RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
JOYRKODLDBILNP-UHFFFAOYSA-N,CCOC(N)=O
GGSUCNLOZRCGPQ-UHFFFAOYSA-N,CCN(CC)c1ccccc1
KZAUOCCYDRDERY-UHFFFAOYSA-N,CNC(=O)ON=C(SC)C(=O)N(C)C
CPJSUEIXXCENMM-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1
ZWRUINPWMLAQRD-UHFFFAOYSA-N,CCCCCCCCCO
DQMZLTXERSFNPB-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NCNC1=O
CHNXZKVNWQUJIB-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
LHHGDZSESBACKH-UHFFFAOYSA-N,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
CCGPUGMWYLICGL-UHFFFAOYSA-N,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
GWEHVDNNLFDJLR-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ccccc1
SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)c1ccccc1O
GBIHOLCMZGAKNG-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1
LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1
HVVINGXJHBOTJQ-UHFFFAOYSA-N,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1
PLAZTCDQAHEYBI-UHFFFAOYSA-N,Cc1ccccc1[N+](=O)[O-]
VHUNCYDAXJGCLO-UHFFFAOYSA-N,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
QVLAWKAXOMEXPM-UHFFFAOYSA-N,ClCC(Cl)(Cl)Cl
CJDWRQLODFKPEL-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F
HPYNZHMRTTWQTB-UHFFFAOYSA-N,Cc1cccnc1C
MCOQHIWZJUDQIC-UHFFFAOYSA-N,O=C(Nc1cccc(Cl)c1)OCC#CCCl
MDNWOSOZYLHTCG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
HSFWRNGVRCDJHI-UHFFFAOYSA-N,C#C
HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1
YWAKXRMUMFPDSH-UHFFFAOYSA-N,C=CCCC
NLHHRLWOUZZQLW-UHFFFAOYSA-N,C=CC#N
LOMMDWBTANPFEJ-UHFFFAOYSA-N,Nc1cccc2nc3ccccc3cc12
DPJCXCZTLWNFOH-UHFFFAOYSA-N,Nc1ccccc1[N+](=O)[O-]
CETBSQOFQKLHHZ-UHFFFAOYSA-N,CCSSCC
WWRCMNKATXZARA-UHFFFAOYSA-N,Cc1ccccc1C(C)C
JUVIOZPCNVVQFO-UHFFFAOYSA-N,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
KVZJLSYJROEPSQ-UHFFFAOYSA-N,CC1CCCCC1C
UBQKCCHYAOITMY-UHFFFAOYSA-N,O=c1cccc[nH]1
CGYGETOMCSJHJU-UHFFFAOYSA-N,Clc1ccc2ccccc2c1
BAXOFTOLAUCFNW-UHFFFAOYSA-N,c1ccc2[nH]ncc2c1
UYTPUPDQBNUYGX-UHFFFAOYSA-N,Nc1nc2[nH]cnc2c(=O)[nH]1
QQQYTWIFVNKMRW-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1
ULDHMXUKGWMISQ-UHFFFAOYSA-N,C=C(C)C1CC=C(C)C(=O)C1
UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
CZGCEKJOLUNIFY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)cc1
DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC
POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC
DCUJJWWUNKIJPH-UHFFFAOYSA-N,Clc1cccc(C(Cl)(Cl)Cl)n1
KIWUVOGUEXMXSV-UHFFFAOYSA-N,O=C1CSC(=S)N1
NAMYKGVDVNBCFQ-UHFFFAOYSA-N,CC(C)Br
YZZVKLJKDFFSFL-UHFFFAOYSA-N,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
NFLGAXVYCFJBMK-UHFFFAOYSA-N,CC1CCC(C(C)C)C(=O)C1
AHJKRLASYNVKDZ-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
CFBYEGUGFPZCNF-UHFFFAOYSA-N,COc1ccccc1[N+](=O)[O-]
KMGBZBJJOKUPIA-UHFFFAOYSA-N,CCCCI
WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1
SMDHCQAYESWHAE-UHFFFAOYSA-N,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
ZMHWQAHZKUPENF-UHFFFAOYSA-N,Clc1ccc(-c2cccc(Cl)c2Cl)cc1
YAPQBXQYLJRXSA-UHFFFAOYSA-N,Cn1cnc2c1c(=O)[nH]c(=O)n2C
ZLVJUFHIMOUPMS-UHFFFAOYSA-N,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21
OWNRRUFOJXFKCU-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
UBCKGWBNUIFUST-UHFFFAOYSA-N,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
NPUKDXXFDDZOKR-UHFFFAOYSA-N,CCOC(=O)c1cncn1C(C)c1ccccc1
AAOVKJBEBIDNHE-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
MUMQYXACQUZOFP-UHFFFAOYSA-N,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
RLPGDEORIPLBNF-UHFFFAOYSA-N,CC(C)C(C)C(C)C
JSZOAYXJRCEYSX-UHFFFAOYSA-N,CCC[N+](=O)[O-]
QPFMBZIOSGYJDE-UHFFFAOYSA-N,ClC(Cl)C(Cl)Cl
QGBSISYHAICWAH-UHFFFAOYSA-N,N#CN=C(N)N
HUTDUHSNJYTCAR-UHFFFAOYSA-N,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
LGYNIFWIKSEESD-UHFFFAOYSA-N,CCCCC(C=O)CC
OWYWGLHRNBIFJP-UHFFFAOYSA-N,CCN(CC)c1nc(Cl)nc(NC(C)C)n1
HAPOJKSPCGLOOD-UHFFFAOYSA-N,c1ccc2c(c1)Cc1cc3ccccc3cc1-2
IHPDTPWNFBQHEB-UHFFFAOYSA-N,OC(c1ccccc1)C(O)c1ccccc1
AVMSWPWPYJVYKY-UHFFFAOYSA-N,CC(C)COC=O
NHTGQOXRZFUGJX-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2nccnc2c1Cl
RDHHZPRHIKNBBI-UHFFFAOYSA-N,O=C1NC(=O)C2C=CC=CC12
URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1
AHJKRLASYNVKDZ-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
DQJCHOQLCLEDLL-UHFFFAOYSA-N,Cc1cccc2sc3nncn3c12
HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1ccco1
CRQQGFGUEAVUIL-UHFFFAOYSA-N,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
QIMMUPPBPVKWKM-UHFFFAOYSA-N,Cc1ccc2ccccc2c1
HCFSGRMEEXUOSS-UHFFFAOYSA-N,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
DUXCSEISVMREAX-UHFFFAOYSA-N,CC(C)(C)CCO
IHIDFKLAWYPTKB-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)cccc2Cl)cc1
RLIONZRKXHAVFB-UHFFFAOYSA-N,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
HCFAJYNVAYBARA-UHFFFAOYSA-N,CCCC(=O)CCC
QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)cc1
HOLHYSJJBXSLMV-UHFFFAOYSA-N,Oc1c(Cl)cccc1Cl
BMTAFVWTTFSTOG-UHFFFAOYSA-N,CCSC(=O)N(CC(C)C)CC(C)C
QPJVMBTYPHYUOC-UHFFFAOYSA-N,COC(=O)c1ccccc1
OQZCSNDVOWYALR-UHFFFAOYSA-N,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1
LFVLUOAHQIVABZ-UHFFFAOYSA-N,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl
LQNUZADURLCDLV-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1
MUMGGOZAMZWBJJ-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
TVQGDYNRXLTQAP-UHFFFAOYSA-N,CCCCCCC(=O)OCC
BBXXLROWFHWFQY-UHFFFAOYSA-N,CCCCc1c(C)nc(NCC)[nH]c1=O
AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
NFACJZMKEDPNKN-UHFFFAOYSA-N,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
IVUXTESCPZUGJC-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
KJONHKAYOJNZEC-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
WWGUMAYGTYQSGA-UHFFFAOYSA-N,Cc1cc2ccccc2cc1C
DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
ZSLBEMKAJDJVND-UHFFFAOYSA-N,CCN1c2ccccc2N(C)C(=S)c2cccnc21
JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1
NVJUHMXYKCUMQA-UHFFFAOYSA-N,CCCOCC
DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCCCC
AEXMKKGTQYQZCS-UHFFFAOYSA-N,CCC(C)(C)CC
VYMDGNCVAMGZFE-UHFFFAOYSA-N,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
DMEGYFMYUHOHGS-UHFFFAOYSA-N,C1CCCCCC1
UREBDLICKHMUKA-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
HFPZCAJZSCWRBC-UHFFFAOYSA-N,Cc1ccc(C(C)C)cc1
OFCNXPDARWKPPY-UHFFFAOYSA-N,O=c1[nH]cnc2[nH]ncc12
GWQSENYKCGJTRI-UHFFFAOYSA-N,Clc1ccc(I)cc1
OCKPCBLVNKHBMX-UHFFFAOYSA-N,CCCCc1ccccc1
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
XJCLWVXTCRQIDI-UHFFFAOYSA-N,C=C(Cl)CSC(=S)N(CC)CC
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
KXUHSQYYJYAXGZ-UHFFFAOYSA-N,CC(C)Cc1ccccc1
ORNBQBCIOKFOEO-UHFFFAOYSA-N,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O
WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS
UORJNBVJVRLXMQ-UHFFFAOYSA-N,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
NQDJXKOVJZTUJA-UHFFFAOYSA-N,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
UNXHWFMMPAWVPI-UHFFFAOYSA-N,OCC(O)C(O)CO
PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12
XUCIJNAGGSZNQT-UHFFFAOYSA-N,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1
OKKJLVBELUTLKV-UHFFFAOYSA-N,CO
QHJMFSMPSZREIF-UHFFFAOYSA-N,Cc1cc(C)c2ccccc2c1
JXCGFZXSOMJFOA-UHFFFAOYSA-N,Cc1ccc(NC(=O)N(C)C)cc1Cl
HFBWPRKWDIRYNX-UHFFFAOYSA-N,CCNc1nc(Cl)nc(N(CC)CC)n1
POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO
XSQUKJJJFZCRTK-UHFFFAOYSA-N,NC(N)=O
OPTASPLRGRRNAP-UHFFFAOYSA-N,Nc1cc[nH]c(=O)n1
CZPWVGJYEJSRLH-UHFFFAOYSA-N,c1cncnc1
ICMAFTSLXCXHRK-UHFFFAOYSA-N,CCCCC(=O)OCC
IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1
XJHDMGJURBVLLE-UHFFFAOYSA-N,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1
ZMXIYERNXPIYFR-UHFFFAOYSA-N,CCc1cccc2ccccc12
ULYZAYCEDJDHCC-UHFFFAOYSA-N,CC(C)Cl
WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c3ccccc3ccc21
WPTCSQBWLUUYDV-UHFFFAOYSA-N,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1
QUGUFLJIAFISSW-UHFFFAOYSA-N,Fc1ccc(F)cc1
TZMHVHLTPWKZCI-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
CWRYPZZKDGJXCA-UHFFFAOYSA-N,c1cc2c3c(cccc3c1)CC2
JVSWJIKNEAIKJW-UHFFFAOYSA-N,CCCCCC(C)C
NNPPMTNAJDCUHE-UHFFFAOYSA-N,CC(C)C
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC
HJUFTIJOISQSKQ-UHFFFAOYSA-N,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
MPPPKRYCTPRNTB-UHFFFAOYSA-N,CCCCBr
FBPFZTCFMRRESA-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)CO
YXOLAZRVSSWPPT-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
NGFMICBWJRZIBI-UHFFFAOYSA-N,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O
BUYMVQAILCEWRR-UHFFFAOYSA-N,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
MXXWOMGUGJBKIW-UHFFFAOYSA-N,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1
RWXKUYSKUSXRGL-UHFFFAOYSA-N,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC
DFBKLUNHFCTMDC-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
DIWRORZWFLOCLC-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
SATCULPHIDQDRE-UHFFFAOYSA-N,O=Cc1ccc2c(c1)OCO2
BCQZXOMGPXTTIC-UHFFFAOYSA-N,FC(F)(F)C(Cl)Br
AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(O)CC
GGMPTLAAIUQMIE-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl
DRAVOWXCEBXPTN-UHFFFAOYSA-N,Nc1[nH]c(=O)nc2nc[nH]c12
QWTDNUCVQCZILF-UHFFFAOYSA-N,CCC(C)C
SLGBZMMZGDRARJ-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1c1ccccc21
UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1
BGHCVCJVXZWKCC-UHFFFAOYSA-N,CCCCCCCCCCCCCC
SVFKQHLOBRUZGV-UHFFFAOYSA-N,CCN1c2ncccc2C(=O)N(C)c2cccnc21
KIEDNEWSYUYDSN-UHFFFAOYSA-N,CC1(C)CON(Cc2ccccc2Cl)C1=O
MCSAJNNLRCFZED-UHFFFAOYSA-N,CC[N+](=O)[O-]
DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(=O)c1cccnc1
PRLMFHYBTOQSLN-UHFFFAOYSA-N,CSc1nc(N(C)C)nc(N(C)C)n1
XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc([N+](=O)[O-])c1
JPOPEORRMSDUIP-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
NZZFYRREKKOMAT-UHFFFAOYSA-N,ICI
IWDDXZKCDHOOSF-UHFFFAOYSA-N,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1
YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO
NLYNUTMZTCLNOO-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
WOIGZSBYKGQJGL-UHFFFAOYSA-N,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
VXIVSQZSERGHQP-UHFFFAOYSA-N,NC(=O)CCl
IYYZUPMFVPLQIF-UHFFFAOYSA-N,c1ccc2c(c1)sc1ccccc12
YQWCIPIEEBVRNY-UHFFFAOYSA-N,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
NEKOXWSIMFDGMA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
UCCUXODGPMAHRL-UHFFFAOYSA-N,Brc1ccc(I)cc1
DNXHEGUUPJUMQT-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
RLFWWDJHLFCNIJ-UHFFFAOYSA-N,Cc1c(N)c(=O)n(-c2ccccc2)n1C
RTZZCYNQPHTPPL-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(O)c1
YUWFEBAXEOLKSG-UHFFFAOYSA-N,Cc1c(C)c(C)c(C)c(C)c1C
MNDIARAMWBIKFW-UHFFFAOYSA-N,CCCCCCBr
IBXNCJKFFQIKKY-UHFFFAOYSA-N,C#CCCC
AJDIZQLSFPQPEY-UHFFFAOYSA-N,FC(F)(Cl)C(F)(Cl)Cl
ULSLJYXHZDTLQK-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21
HWGBHCRJGXAGEU-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(=S)[nH]1
SYGHQFHDDIIPNX-UHFFFAOYSA-N,O=C1c2ccccc2Cc2ccccc2N1CCF
ZISSAWUMDACLOM-UHFFFAOYSA-N,CC(C)C(C)(C)C
GWUSZQUVEVMBPI-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
